id,season,age,g,av
MarsWi00,1984,22,15,2
MartAa20,1964,22,14,5
MartAb20,1932,26,9,
MartAm20,1972,23,5,3
MartBi00,1964,22,14,1
MartBi01,1962,24,14,0
MartBl00,1960,23,13,0
MartBl01,2016,22,13,5
MartBo20,1976,23,13,4
MartCa20,1947,23,10,
MartCe00,1999,24,12,0
MartCh00,2009,25,7,0
MartCh20,1984,25,16,2
MartCh21,1983,23,15,1
MartCh22,1996,22,1,0
MartCu00,*,22,16,10
MartDa00,2001,22,14,2
MartDa20,1968,22,2,3
MartDa21,1986,27,4,0
MartDe20,1971,22,14,5
MartDe21,1987,30,3,1
MartDe22,2006,21,8,1
MartDo00,*,23,16,14
MartDo20,1973,24,14,2
MartDo21,1980,23,11,1
MartEm20,1993,24,1,0
MartEm21,1995,25,2,0
MartEr00,1985,24,16,4
MartEr02,2013,22,16,1
MartFr00,2014,23,1,0
MartFr20,1943,24,10,
MartGa00,2015,23,0,0
MartGe20,1975,22,14,3
MartGl00,2005,24,5,0
MartHa00,1973,23,14,4
MartHe20,1921,21,1,
MartHe21,1929,23,8,
MartIk20,1920,33,7,
MartIn00,2006,24,1,0
MartJa00,1996,26,6,1
MartJa01,2003,23,14,0
MartJa20,1947,25,11,
MartJa21,2008,24,1,0
MartJi20,1950,26,12,
MartJo00,1951,24,12,
MartJo01,2012,23,16,7
MartJo02,2013,22,5,1
MartJo20,1921,26,1,
MartJo21,1941,23,9,
MartKa00,2014,22,11,2
MartKe00,1987,22,7,1
MartKe01,2012,22,16,1
MartLa20,1966,25,1,2
MartLo20,1991,23,16,2
MartMa00,2012,22,15,1
MartMa01,2014,21,8,4
MartMa20,2002,23,1,0
MartMi00,1983,23,10,0
MartMi01,2012,22,16,2
MartPa20,1964,22,14,2
MartPa21,1946,27,3,
MartPh20,1939,24,4,
MartRi00,1979,24,16,3
MartRo00,1977,23,1,3
MartRo02,2015,,8,1
MartRo20,1981,23,16,1
MartRo21,1923,23,5,
MartRu00,2006,24,13,3
MartSa00,1988,23,16,1
MartSa01,2013,23,16,3
MartSa20,1980,24,3,0
MartSh99,2009,25,16,4
MartSt20,1987,23,3,2
MartSt21,1996,22,14,3
MartTe00,2001,23,1,0
MartTe20,2003,24,12,1
MartTo00,1990,25,16,4
MartTr20,1987,23,12,0
MartVa99,2009,23,10,1
MartVe20,1942,22,11,
MartWa00,1989,24,16,2
MartZa00,*+,24,16,14
MarvEu20,1982,22,9,8
MarvMi20,1977,22,8,4
MarvTo20,1976,23,12,2
MarxGr20,1973,23,14,4
MaryRu00,1991,22,16,4
MasiLe20,1947,25,11,
MasiMa00,2012,23,,0
MaskJo20,1947,27,7,
MaslMa00,1971,22,14,1
MaslMi20,1999,25,15,0
MasoDa20,1973,24,7,1
MasoDe00,1997,23,16,2
MasoEd20,1995,23,15,1
MasoGr99,2007,24,5,0
MasoJo20,1939,27,9,
MasoLa00,1987,26,3,2
MasoLi20,1978,23,16,4
MasoMa00,2009,25,10,1
MasoSa20,1922,23,2,
MasoSh01,2015,22,14,6
MasoTo00,1961,22,13,3
MasoTr00,2014,21,12,5
MassBo00,2012,23,16,5
MassCa00,1954,24,11,
MassCh00,2002,23,16,3
MassJi20,1974,26,1,2
MassJo00,2012,24,8,1
MassMo00,2009,23,16,5
MassRi20,1987,27,9,2
MassRo00,1989,22,16,7
MassTi20,2006,24,7,0
MassWa20,1968,22,14,3
MastBe20,1934,23,9,
MastBi00,1967,23,14,2
MastBo20,1937,24,9,
MastBo21,1938,23,11,
MastFo20,1945,23,7,
MastGu20,1931,24,1,
MastJe20,2010,23,8,0
MastJo20,1947,21,11,
MastLe00,1993,23,10,0
MastNo20,1957,24,12,
MastTi99,2010,23,16,2
MastWa20,1936,29,2,
MataBi20,1966,23,3,1
MataCh20,1987,23,3,0
MataSt20,1987,24,2,0
MataTy00,2016,24,16,1
MateEd20,1934,27,11,
MateJo20,1954,27,1,
MathBa20,1926,23,5,
MathBi00,1960,22,14,4
MathBo20,1967,23,14,3
MathBr00,1983,24,1,0
MathCh20,1921,24,5,
MathDe20,1996,23,16,3
MathEv20,2005,24,9,1
MathJa20,1943,23,9,
MathJa21,1994,23,10,1
MathJe00,*+,22,12,3
MathKe20,1997,23,16,2
MathMa20,1987,22,2,1
MathNe20,1941,23,9,
MathNe21,1920,27,6,
MathRa00,1951,22,12,
MathRa99,2003,23,16,7
MathRe20,1979,23,16,3
MathRi20,1939,25,2,
MathRi21,1998,23,3,0
MathRi99,2010,23,8,0
MathRo20,2003,22,16,2
MathRy00,2010,23,12,6
MathTe00,1990,23,16,4
MathTy00,2013,21,13,4
Mathxx20,1920,,1,
MatiJo20,1943,23,4,
MatiTo20,1938,24,5,
MatiTr20,1985,24,1,0
MatlJo20,1967,23,10,3
MatsAr00,+,26,14,12
MatsAr20,1928,24,6,
MatsOl00,*+,22,12,
MatsPa20,1966,22,14,2
MattAl00,1983,22,16,0
MattAl20,1970,23,14,3
MattAu00,1986,24,4,0
MattBi20,1979,23,16,2
MattBo00,1974,23,14,3
MattBr00,1983,22,16,7
MattBr20,2010,26,2,0
MattCa00,2011,22,16,2
MattCh00,2014,25,3,0
MattCl00,1978,22,15,1
MattCl01,2012,23,10,1
MattCl20,1950,22,12,
MattCl99,*,23,16,11
MattFr20,1922,26,4,
MattFr21,1987,26,3,0
MattFr22,1947,30,1,
MattFr23,1946,23,11,
MattGr20,2003,22,6,0
MattHa20,1936,25,2,
MattHe00,1972,23,3,0
MattIr20,1979,22,16,1
MattJa00,2014,22,15,8
MattJa20,1941,25,10,
MattJo00,2014,22,16,6
MattJo20,1920,28,1,
MattJo21,1961,23,8,3
MattJo22,2010,24,3,0
MattKe20,2010,23,3,1
MattMa20,1923,24,5,
MattMi00,2007,24,16,0
MattRi00,2012,23,8,1
MattRi20,1961,23,14,4
MattRo20,1986,23,16,9
MattSh00,1996,26,2,0
MattSt00,1997,27,2,1
MattTo00,1961,22,8,1
MattWe00,1966,23,4,0
MatuAl20,*,23,10,
MatuJo20,1973,23,14,4
MatuMa00,*,22,12,
MauaRe99,2009,22,15,7
MaucCa20,1969,22,4,3
MaucMa00,2005,26,2,1
MaugJo00,2010,23,8,1
MauiRe00,2007,23,16,0
MaulLo00,2015,23,15,2
MaulSt20,1946,26,6,
MaulTu20,1926,24,10,
MaumCh20,1994,23,7,1
MaumVi20,1999,24,1,0
MaurAn20,1970,22,14,5
MaurJo00,2014,23,5,1
MautMi00,2013,23,14,1
MautRi00,1977,23,14,1
MaveEa20,1948,25,1,
MavrMe20,1954,23,12,
MawaKe00,1994,23,14,5
MaxeCu20,1988,23,3,0
MaxeJo00,2016,23,2,0
MaxeMa20,2006,23,2,0
MaxiBr20,1985,23,16,2
MaxsAl00,1974,23,14,7
MaxwBr00,1970,23,11,0
MaxwBy00,2011,23,9,1
MaxwJi20,2004,23,14,1
MaxwJo20,1927,23,18,
MaxwMa00,2005,22,4,0
MaxwTo20,1969,22,13,6
MaxwVe20,1983,22,16,8
MaybAa99,2009,21,16,1
MaybDo00,1961,24,4,1
MaybJa00,1979,22,16,2
MaybJe00,1996,23,3,1
MaybTo00,1990,23,16,1
MayeAd20,2004,24,4,0
MayeAl00,1998,23,16,2
MayeBe20,1969,24,5,3
MayeCa20,1952,22,7,
MayeDe00,1996,22,7,1
MayeEm20,1927,25,1,
MayeFr20,1927,25,10,
MayeMi20,1989,23,2,0
MayeRu00,*,23,16,11
MayeRu20,1969,22,13,5
MayeSh20,2003,24,9,1
MayeTo20,1987,23,3,1
MayfCo20,1992,22,11,1
MayhLi20,1936,29,12,
MayhMa20,1989,24,16,4
MaylGe20,1925,24,8,
MaylVi00,2015,24,1,0
MaynBr20,1997,23,16,1
MaynDo00,1958,23,12,
MaynLe20,1932,,8,
MaynLe21,1946,26,13,
MayoBe00,2013,22,2,0
MayoDa00,2015,22,12,1
MayoJe99,2008,22,16,9
MayoMi20,1982,24,3,0
MayoRo20,1973,23,13,0
MaysAl20,1990,24,15,2
MaysCo20,2006,23,8,1
MaysDa00,1976,27,4,1
MaysDa20,1992,24,1,0
MaysJe00,1961,22,14,4
MaysJe20,1990,23,2,0
MaysJo99,2008,23,2,0
MaysKi20,1998,23,16,1
MaysLe00,2002,24,16,0
MaysSt20,1980,22,16,1
MaysTa99,2010,22,16,3
MayxAr20,1971,23,11,3
MayxBi20,1937,24,9,
MayxDe00,1992,23,16,0
MayxDe20,1984,22,2,0
MayxJa20,1938,23,9,
MayxMa00,1981,22,16,5
MayxMa20,1987,29,3,0
MayxRa20,1967,22,14,3
MayxSh20,1995,22,5,0
MayxWa20,1920,22,4,
MaznFr20,*,22,11,
MazuFr00,1965,22,1,0
mazzetim01,1978,22,10,3
MazzGe20,1950,21,4,
MazzJe20,1963,23,5,2
MazzVi20,1945,20,5,
MbuxJo01,2015,22,2,0
McAdBo20,1963,24,12,2
McAdCa20,1967,23,8,1
McAdDe00,1987,22,15,2
McAdDe20,1941,24,11,
McAdJa00,2002,23,9,3
McAdMi00,2012,22,,0
McAfFr00,1991,23,9,4
McAfGe20,1940,22,10,
McAfPa44,2009,22,16,2
McAfWe20,1941,22,8,
McAlCh00,1999,22,16,8
McAlDe00,2001,23,16,2
McAlEd20,1976,23,2,2
McAlJa00,1975,24,14,4
McAlKe20,1982,22,9,2
McArJa20,1926,,10,
McArKe20,1986,23,8,1
McAuJa20,1926,25,8,
McBaDa99,2009,24,13,1
McBaMi20,1968,22,9,3
McBeRy99,2007,23,1,0
McBrAd20,1987,24,3,0
McBrCh20,1936,22,1,
McBrJa20,+,24,12,
McBrMa20,2004,25,16,2
McBrNo20,1969,22,8,2
McBrOs00,1995,23,16,1
McBrRo20,1973,25,1,0
McBrTo20,1999,23,15,0
McBrTr00,2015,23,7,0
McBrTr99,2007,22,16,4
McBrTu99,2007,22,16,2
McBuGe20,1995,22,14,2
McCaA.00,2015,25,7,3
McCaAr20,1946,25,11,
McCaBi20,1923,25,3,
McCaBo00,1973,23,8,0
McCaBo01,2015,22,16,2
McCaBo20,1975,23,11,1
McCaBo21,1946,24,11,
McCaBr00,1968,23,14,3
McCaBr01,2010,23,9,2
McCaBr99,2009,23,16,1
McCaCh00,2014,23,10,1
McCaCo00,2011,22,13,5
McCaDa00,2002,24,9,2
McCaDo00,1971,22,13,3
McCaDo01,1967,23,14,1
McCaDo20,1946,25,9,
McCaDo21,1921,,3,
McCaEd00,1991,23,16,2
McCaEd20,1968,25,1,0
McCaEr20,1926,24,9,
McCaEu20,2000,23,1,0
McCaFr20,1987,25,3,2
McCaJa20,1927,24,8,
McCaJe20,1987,22,3,2
McCaJi20,1960,24,1,3
McCaJi21,1971,22,13,1
McCaJi22,1946,26,14,
McCaJo20,1984,22,3,0
McCaJo21,1967,23,6,3
McCaJo22,2006,23,5,0
McCaJo23,1944,28,7,
McCaJu00,2001,23,4,1
McCaKe00,1992,22,2,0
McCaKe20,2002,23,11,1
McCaKe21,1990,22,15,3
McCaKy00,2010,24,8,0
McCaLa00,1973,22,5,2
McCaLe20,1922,27,4,
McCaMa00,2012,23,,0
McCaMa99,2007,24,16,4
McCaMi20,1970,24,12,3
McCaMi21,1969,23,3,0
McCaNa00,1986,23,15,4
McCaOn00,2014,25,1,0
McCaPe20,1987,25,3,1
McCaRe00,1978,22,16,1
McCaRi20,1955,22,12,
McCaRo20,1967,23,2,1
McCaRo21,1977,23,14,6
McCaSh20,1991,23,13,1
McCaTi20,1969,22,1,2
McCaTo20,1969,22,14,3
McCaVi20,1924,24,2,
McChBo20,1936,24,9,
McChBo21,1950,24,12,
McChMa20,2005,24,3,0
McClAl00,2011,25,16,2
McClAn01,2012,23,,0
McClBi20,1972,23,9,1
McClBo20,1947,23,10,
McClBr00,1973,22,13,1
McClBr20,1987,24,1,1
McClCe20,2001,26,6,0
McClCl00,1970,23,10,0
McClCl20,1941,23,6,
McClCu00,*,23,14,11
McClDa20,1991,25,15,1
McClDa21,2004,23,16,1
McClDa22,1987,24,3,1
McClDe00,2010,22,11,4
McClDe20,1976,22,14,3
McClDe21,1997,24,16,2
McClJ.20,1994,24,13,1
McClJa00,1955,24,12,
McClJa01,2008,23,16,2
McClJa20,2010,23,4,0
McClJi20,2002,22,15,1
McClJo20,1928,23,7,
McClKe00,1965,25,14,7
McClLe00,2007,23,16,0
McClMi00,1983,22,16,1
McClMi20,1962,23,14,4
McClNo20,2000,23,3,0
McClRa20,1977,23,14,4
McClRo00,2010,21,15,7
McClRo98,2010,22,16,1
McClSh00,2012,23,14,2
McClSk20,1987,23,12,1
McClSt20,2006,22,2,0
McClTe00,2011,23,12,4
McClTo20,2000,23,10,3
McClTy20,1997,23,16,1
McClWa20,1968,26,13,2
McClWi00,1979,22,16,1
McClWi20,1955,25,12,
McCoAn00,2010,23,2,0
McCoAn20,1995,25,11,5
McCoBi20,1952,22,12,
McCoBr20,1973,23,8,4
McCoBu20,1974,22,11,2
McCoCo00,2010,24,8,5
McCoDa00,1955,22,12,
McCoDa20,1966,23,14,3
McCoDe00,2016,25,16,1
McCoDe20,1954,24,9,
McCoDe99,*,23,16,11
McCoDo20,1960,26,1,3
McCoEl20,1923,25,8,
McCoEr00,2004,24,1,1
McCoFe20,1929,24,10,
McCoFr20,1927,27,5,
McCoFr21,1920,26,11,
McCoGe99,2010,22,13,6
McCoGr00,2012,24,,0
McCoHa20,1946,30,10,
McCoHu20,1994,22,4,0
McCoJa00,2012,25,1,0
McCoJa99,2009,22,15,1
McCoJo00,1962,25,13,1
McCoJo01,2002,23,2,0
McCoJo20,1946,26,10,
McCoKe20,1995,23,1,0
McCoLa20,1984,23,4,0
McCoLe00,2005,23,10,1
McCoLe01,2009,21,16,8
McCoLe20,1948,26,11,
McCoLl20,1964,22,1,2
McCoLu00,2004,23,5,2
McCoMa20,2005,23,4,0
McCoMi00,*,21,12,
McCoMi20,1981,22,16,2
McCoMi21,1970,22,14,6
McCoMi22,1976,23,14,1
McCoNa20,1926,22,8,
McCoPh00,1984,27,13,1
McCoQu00,2001,23,7,1
McCoTo20,1997,23,12,1
McCoTo21,1953,23,11,
McCoTo22,1992,23,16,3
McCoWa20,1948,22,9,
McCoxx20,1920,,1,
McCrBo20,2004,23,16,5
McCrBo21,1961,22,9,2
McCrBr20,1987,24,3,2
McCrDa00,2010,22,16,1
McCrDe00,2013,22,16,1
McCrEd20,1926,22,1,
McCrFr00,1995,23,13,1
McCrGr00,1975,23,13,0
McCrHe20,1929,24,13,
McCrJo20,1975,23,13,1
McCrKe00,2012,24,,0
McCrL.00,2014,23,14,1
McCrLe01,2014,24,13,1
McCrLo00,1976,23,14,1
McCrMa20,2001,24,13,5
McCrMi00,1993,23,15,1
McCrPr20,1974,23,14,6
McCrWi20,1978,25,16,3
McCuAn00,1999,24,2,0
McCuBo20,1962,22,14,6
McCuDa00,2014,22,9,1
McCuDa20,1969,22,14,3
McCuDa21,1974,23,2,2
McCuDa22,1999,23,16,5
McCuEa00,1968,22,14,6
McCuGe20,1997,22,2,0
McCuHa20,1942,24,9,
McCuHu20,1939,23,10,
McCuJa20,1989,24,10,1
McCuJi20,1958,22,11,
McCuLa00,1972,22,3,0
McCuMi20,1987,24,3,1
McCuRo20,2005,26,5,0
McCuSa00,1974,22,12,2
McCuSu00,2003,23,1,0
McDaDa20,1968,23,4,0
McDaEd00,1992,23,8,1
McDaEm20,1996,24,2,0
McDaJa00,2014,25,1,0
McDaJe00,1999,23,1,0
McDaJo00,1974,23,14,1
McDaKa20,1938,23,6,
McDaLe20,1981,23,6,0
McDaOr20,1982,22,3,0
McDaPe20,1993,25,10,1
McDaRa00,1988,24,16,7
McDaTe00,1988,23,2,1
McDaTo20,2006,21,11,1
McDaWa20,1960,22,7,3
McDeGa00,1968,20,14,2
McDeKe00,2013,23,16,1
McDeLl20,1950,25,12,
McDeSe20,2001,25,16,1
McDeSh01,2016,24,2,0
McDoAn00,1992,24,12,3
McDoAn01,2012,24,,0
McDoBo20,1946,27,10,
McDoBo21,1987,24,3,0
McDoBo22,1947,26,1,
McDoBr01,2013,23,4,0
McDoBr20,2002,25,6,0
McDoBr99,2007,22,16,2
McDoBu20,1989,23,16,5
McDoCl99,2010,23,8,1
McDoCo20,1939,24,11,
McDoCy20,1921,25,3,
McDoDa00,1999,23,8,1
McDoDe00,2015,24,14,1
McDoDe01,2014,24,12,1
McDoDe02,2015,24,6,0
McDoDe20,1993,24,16,1
McDoDo20,1961,24,11,3
McDoDo21,1980,23,8,1
McDoDu20,1935,27,1,
McDoDw00,1975,24,14,3
McDoFl20,1944,23,7,
McDoGe00,1962,27,4,2
McDoJa00,1983,22,16,0
McDoJe20,2003,25,8,1
McDoJi20,1936,25,5,
McDoJi21,1938,23,11,
McDoJo20,1921,21,1,
McDoJo21,1964,22,12,3
McDoKe00,1987,24,3,1
McDoKe01,2000,23,6,0
McDoLe20,1937,23,8,
McDoMa20,1981,22,9,0
McDoMi20,1976,23,4,2
McDoMi21,1983,25,0,0
McDoNi00,2011,24,4,1
McDoPa00,1980,22,15,0
McDoPa20,1938,22,6,
McDoQu20,1989,23,15,2
McDoRa00,1967,23,12,3
McDoRa20,1998,22,15,1
McDoRa99,2007,23,9,1
McDoRi20,1992,23,16,5
McDoRo00,1961,22,13,4
McDoSh00,2003,22,8,1
McDoSt20,2000,23,8,3
McDoTe00,2015,23,4,0
McDoTi00,1987,22,3,0
McDoTJ00,2013,22,10,4
McDoTo00,1957,23,12,
McDoVa00,2013,23,15,1
McDoWa20,1946,26,13,
McDoWa21,1935,24,11,
McDoxx20,1925,,4,
McDuGe20,1987,24,3,1
McDuO.00,1993,24,16,4
McElBi20,1924,21,3,
McElBl20,1997,24,1,0
McElBu20,1954,25,1,
McElGr00,2012,24,2,1
McElHu00,*+,24,12,
McElLe00,1996,22,16,2
McElRa20,1995,23,16,1
McElRe20,1983,23,16,2
McElVa00,1982,22,7,1
McEnDo20,1943,21,8,
McEnJa20,1998,23,1,0
McEvEd20,1926,23,7,
McEvTa01,2016,23,14,1
McEwCr00,1987,22,4,2
McFaAn20,1999,22,14,0
McFaBa20,1940,23,11,
McFaBr20,2005,24,12,2
McFaBu00,1952,24,0,
McFaDa00,2008,21,13,5
mcfadpau01,1984,23,16,6
McFaDy20,2004,24,2,0
McFaJi00,1970,23,10,0
McFaKa00,1962,24,6,0
McFaKi00,2015,24,3,0
McFaLe00,2013,23,16,1
McFaMa00,2012,26,1,0
McFaMa20,2002,24,4,0
McFaMa21,1953,23,12,
McFaNy00,1960,25,13,1
McFaTh20,1987,25,3,0
McFaWa99,2010,23,4,0
McFoCh00,2007,24,3,0
McGaBa20,1939,22,11,
McGaJo20,1987,24,2,1
McGaSc20,1998,24,15,1
McGaTi99,2007,24,12,1
McGaWa00,1999,23,5,1
McGaWa20,1926,27,1,
McGaWi00,2004,23,16,10
McGeBe00,1964,25,14,6
McGeBo20,1938,26,1,
McGeBr00,2013,23,15,1
McGeBu00,1984,24,16,2
McGeCa20,1980,24,6,0
McGeCl20,1950,24,12,
McGeDe20,1998,25,3,0
McGeEd20,1940,24,3,
McGeGe20,1960,25,14,5
McGeHa20,1927,22,2,
McGeJo20,1962,23,14,6
McGeMa00,1954,22,12,
McGeMi20,1960,22,11,6
McGeMo00,1974,22,10,0
McGePh20,2001,22,2,0
McGeRi00,1970,22,14,0
McGeRi01,2011,28,1,0
McGeSt00,2010,25,2,1
McGeSt01,2013,23,15,3
McGeTe99,2003,23,14,2
McGeTi00,1986,22,16,3
McGeTo00,1993,22,15,4
McGeTo20,1971,22,14,4
McGeWi00,1973,23,11,1
McGhKa20,1991,23,16,1
McGiCh20,1944,29,7,
McGiEd20,1982,22,9,0
McGiEd21,1925,26,2,
McGiFi20,1926,20,4,
McGiGe20,1922,25,3,
McGiKa20,1993,22,4,0
McGiKe00,2014,25,12,1
McGiLa20,1923,24,7,
McGiLe20,1994,23,6,1
McGiLe21,1934,,3,
McGiMi20,1968,22,14,4
McGiRa20,1972,22,11,0
McGiT.00,2015,23,12,1
McGiWi00,1994,23,16,5
McGlCh00,1992,23,10,1
McGlEd20,1979,23,7,3
McGlJo20,1926,30,1,
McGlMa01,2013,24,7,4
McGlMi20,2008,23,3,0
McGoBr20,1991,23,2,0
McGoBr21,2005,22,8,2
McGoHu20,1925,25,1,
McGoRe20,1987,23,3,1
McGoRo20,1989,23,16,2
McGrBr20,1922,21,1,
McGrCu20,1980,22,13,4
McGrDa20,1960,23,14,6
McGrDi20,1926,25,10,
McGrDu20,2004,23,1,0
McGrFr20,1927,23,12,
McGrJo20,1987,23,2,0
McGrJo21,2002,23,15,1
McGrKe20,1985,22,8,0
McGrLa20,1980,23,11,1
McGrLa21,1991,23,16,1
McGrLe20,1976,23,6,0
McGrMa00,1981,24,6,0
McGrMi20,1976,23,4,2
McGrMi21,1989,25,2,0
McGrRe20,2000,24,10,0
McGrSe00,2012,25,2,0
McGrSy20,1987,27,3,1
McGrTh00,*,23,12,
McGrTr00,1999,23,14,0
McGrTy20,1980,22,16,6
McGuGe20,1993,23,9,1
McGuKa00,1997,23,3,0
McGuMo20,1987,23,2,0
McGuWa20,1929,23,12,
McGwDa00,1991,24,1,0
McHaJo20,1987,24,3,0
McHaLa00,1954,22,12,
McHaTo20,1987,24,3,0
McHuPa20,1947,28,9,
McHuSe00,2004,22,1,0
McIlDa20,1965,22,10,5
McIlDo00,1956,22,9,
McIlKa00,2012,24,,0
McIlWa20,1926,23,5,
McInAl20,1925,22,9,
McInCh20,2000,23,14,6
McInCo00,2005,26,15,0
McInDa20,2000,23,3,0
McInGa00,2011,27,13,2
McInGu00,1984,23,15,1
McInHu00,1960,22,12,4
McInJe20,1979,25,14,1
McInJo20,1987,25,2,0
McInMa20,1921,24,2,
McInNi20,1920,24,8,
McInPa00,1976,23,14,3
McInRo20,2006,24,16,2
McInSe00,1977,23,6,1
McInSe20,1987,27,3,2
McInTo20,1994,22,4,0
McIvEv20,1994,24,4,0
McIvRi20,1984,24,4,0
McJuPa20,1991,26,16,2
McKaBi20,1931,24,14,
McKaBo20,1970,23,8,3
McKaJo00,1976,23,14,2
McKaRo20,1944,24,3,
McKeCh20,2005,23,3,0
McKeJa20,1996,23,14,0
McKeJa21,1926,,1,
McKeKa20,2001,22,8,1
McKeKe00,1999,24,1,0
McKeKe01,1987,23,1,1
McKeKe20,1996,23,10,1
McKeLe99,2008,23,16,5
McKeMa00,1961,21,3,2
McKeMi20,1999,23,16,9
McKePa20,1947,24,11,
McKeRa20,1985,22,6,0
McKeRe20,1972,22,14,4
McKeRe21,1985,22,16,8
McKeRi20,1995,24,8,1
McKeTy99,2010,25,3,0
McKeVi20,1986,25,16,3
McKiAl20,2000,22,7,1
McKiBe00,2015,23,14,6
McKiBi20,1971,22,7,2
McKiBi21,1972,27,8,3
McKiBr20,2006,23,6,0
McKiBr21,2002,23,8,4
McKiDe00,1999,23,16,0
McKiDe01,1983,22,16,3
McKiDi20,1952,26,1,
McKiDo20,1963,22,14,4
McKiHu00,1973,25,14,1
McKiJ.00,2016,23,1,0
McKiJa00,2002,22,1,0
McKiJe00,2014,22,11,4
McKiJe20,2001,25,15,4
McKiKe00,2009,22,8,0
McKiMi20,1979,23,16,4
McKiOd20,1978,21,14,3
McKiPh20,1976,22,12,2
McKiRo20,1975,22,9,1
McKiRo21,1996,23,16,1
McKiSc99,2009,23,16,2
McKiSe20,2002,23,16,2
McKiSt20,1998,23,16,8
McKiZi20,1980,22,10,0
McKnDe20,1982,23,7,1
McKnJa00,1994,22,2,0
McKnJo00,2010,22,9,1
McKnTe00,1977,23,13,1
McKoBi20,1970,22,2,3
McKyTi20,1986,23,16,9
McLaCh20,1930,25,14,
McLaCh21,1934,24,1,
McLaJo20,1979,22,3,2
McLaJo21,1999,24,12,0
McLaJo22,1940,23,9,
McLaKe20,1976,22,14,4
McLaLe00,1951,26,12,
McLaLe20,1941,24,8,
McLaTo20,1921,30,1,
mclauste01,1995,24,8,-1
McLeBo00,*,23,14,2
McLeBr00,1966,25,9,0
McLeCh20,1987,24,5,0
McLeDa20,1982,22,8,1
McLeEm20,1923,24,9,
McLeKe00,1999,25,7,0
McLeMi20,1984,26,12,1
McLeRa20,1921,24,3,
McLeRa21,*,25,10,
McLeRo00,2012,22,16,1
McLeRo20,1987,24,3,0
McLeRu20,1934,28,3,
McLeSc20,1983,23,4,0
McLeSt00,2010,24,7,1
McLeTh20,1992,22,11,0
McLiHa20,1969,22,7,2
McMaAr20,1968,22,12,3
McMaBr01,2014,23,15,1
McMaHa20,1926,28,2,
McMaHe20,1976,22,14,3
McMaJi00,1982,23,8,8
McMaJo00,1972,22,14,4
McMaMi00,2001,22,8,2
McMaSh99,2010,23,14,1
McMaTo20,1921,30,3,
McMaTo21,1995,25,14,1
McMaWy00,2016,22,2,0
McMiAu00,1985,23,16,1
McMiBo20,1922,27,2,
McMiCh20,1954,23,6,
McMiDa20,2005,24,4,0
McMiDa21,1987,23,2,1
McMiEd20,1973,22,14,9
McMiEr00,*,23,13,8
McMiEr01,1961,23,6,4
McMiHe20,1995,24,1,0
McMiJe00,2012,23,16,1
McMiJi20,1924,22,10,
McMiJi21,1961,22,14,6
McMiJo20,1944,27,1,
McMiMa20,1992,22,16,2
McMiRa00,1981,23,16,8
McMiRa01,2002,23,16,6
McMiSt00,1980,23,6,0
McMiTo20,2000,27,3,0
McMuBi00,2003,23,5,0
McMuCh00,+,23,14,10
McMuDa20,1929,23,12,
McMuGr00,1990,23,13,1
McMuJo20,1960,27,14,6
McMuKi00,2001,24,7,0
McNaBo20,1960,29,14,5
McNaDe20,1992,23,16,0
McNaDo00,1999,23,12,1
McNaEd20,1945,25,1,
McNaFr20,+,24,8,
McNaJo00,2013,25,5,1
McNaSe20,1984,23,15,1
McNaSt00,1995,22,4,2
McNaTo00,1989,24,14,4
McNaTo20,1923,27,8,
McNeBi20,1927,,2,
McNeCh00,1960,24,9,4
McNeCl00,1964,24,14,1
McNeDo20,1980,22,13,7
McNeEm20,1989,22,1,0
McNeFr00,1981,22,11,6
McNeFr20,1932,22,7,
McNeFr21,1974,22,14,4
McNeGe00,1986,24,16,2
McNeMa20,*,23,16,13
McNeMi00,2011,23,4,0
McNePa00,1976,22,12,1
McNeRe00,2006,23,7,0
McNeRo00,1974,23,11,1
McNeRy20,1993,23,16,2
McNeTo20,1967,25,14,3
McNeTr00,1989,22,16,1
McNoBr20,1982,23,4,1
McNoCa00,1999,22,15,3
McNuMa00,2012,23,4,0
McNuPa20,1924,22,9,
McPeBi00,1949,23,12,
McPhBu20,1953,24,12,
McPhFo20,1935,24,8,
McPhFr20,1955,24,7,
McPhHa20,1934,22,12,
McPhJe00,1996,24,9,3
McPhMi20,1982,22,6,1
McPhPe00,2011,23,16,2
McQuDa20,1985,25,16,2
McQuEd20,1965,22,1,2
McQuJa00,2011,24,16,1
McQuJa20,1946,26,1,
McQuJo20,1922,27,5,
McQuKi00,1974,23,5,1
McQuLe00,1974,24,13,3
McQuPa20,2006,23,1,0
McQuPa21,2006,23,15,2
McQuR.20,1998,22,16,5
McRaBe20,1962,23,14,4
McRaBi20,1939,21,9,
McRaCh20,1991,23,16,2
McRaFr20,1967,23,6,3
McRaGe99,2009,23,16,3
McRaJe20,1978,23,4,0
McRoBo20,1944,20,1,
McRoPa00,2016,24,2,0
McRoWa20,1925,24,4,
McShCh20,1977,23,14,2
McShJo20,1923,24,1,
McSuCa00,2012,22,,0
McSwCh20,1983,22,1,0
McSwRo20,1984,22,15,1
McTyTi20,1997,22,10,1
McVeJo20,1987,25,3,1
McVeWa00,1968,22,12,4
McWaBi00,1964,22,11,1
McWiBi20,1934,24,5,
McWiJo00,1996,24,12,1
McWiSh20,1949,23,12,
MeacRo00,2008,24,14,3
MeadAd20,1997,23,16,8
