year,name,show,network,rank
2014,Digital Spy  Staff consensus,Hannibal,NBC,2
2014,Digital Spy  Staff consensus,Happy Valley,Netflix,3
2014,Digital Spy  Staff consensus,Fargo,FX,4
2014,Digital Spy  Staff consensus,Brooklyn Nine-Nine,Fox,5
2014,Digital Spy  Staff consensus,Sherlock,PBS,6
2014,Digital Spy  Staff consensus,Game of Thrones,HBO,7
2014,Digital Spy  Staff consensus,The Leftovers,HBO,8
2014,Digital Spy  Staff consensus,Orange Is the New Black,Netflix,9
2014,Digital Spy  Staff consensus,In the Flesh,BBC America,10
2014,Entertainment Weekly  Jeff Jensen & Melissa Maerz,Transparent,Amazon,1
2014,Entertainment Weekly  Jeff Jensen & Melissa Maerz,Rectify,Sundance,2
2014,Entertainment Weekly  Jeff Jensen & Melissa Maerz,Fargo,FX,3
2014,Entertainment Weekly  Jeff Jensen & Melissa Maerz,Please Like Me,Pivot,4
2014,Entertainment Weekly  Jeff Jensen & Melissa Maerz,Louie,FX,5
2014,Entertainment Weekly  Jeff Jensen & Melissa Maerz,Inside Amy Schumer,Comedy Central,6
2014,Entertainment Weekly  Jeff Jensen & Melissa Maerz,Mad Men,AMC,7
2014,Entertainment Weekly  Jeff Jensen & Melissa Maerz,Game of Thrones,HBO,8
2014,Entertainment Weekly  Jeff Jensen & Melissa Maerz,The Good Wife,CBS,9
2014,Entertainment Weekly  Jeff Jensen & Melissa Maerz,Hannibal,NBC,10
2014,Film School Rejects  Kate Erbland,True Detective,HBO,1
2014,Film School Rejects  Kate Erbland,Fargo,FX,2
2014,Film School Rejects  Kate Erbland,Last Week Tonight With John Oliver,HBO,3
2014,Film School Rejects  Kate Erbland,Game of Thrones,HBO,4
2014,Film School Rejects  Kate Erbland,Mad Men,AMC,5
2014,Film School Rejects  Kate Erbland,The Comeback,HBO,6
2014,Film School Rejects  Kate Erbland,The Late Show With David Letterman,CBS,7
2014,Film School Rejects  Kate Erbland,Transparent,Amazon,8
2014,Film School Rejects  Kate Erbland,The Americans,FX,9
2014,Film School Rejects  Kate Erbland,The Flash,CW,10
2014,Grantland  Andy Greenwald,The Americans,FX,1
2014,Grantland  Andy Greenwald,You're the Worst,FX,2
2014,Grantland  Andy Greenwald,Transparent,Amazon,3
2014,Grantland  Andy Greenwald,The Honourable Woman,Sundance,4
2014,Grantland  Andy Greenwald,The Knick,,5
2014,HitFix  Dan Fienberg,Fargo,FX,1
2014,HitFix  Dan Fienberg,Review,Comedy Central,2
2014,HitFix  Dan Fienberg,Orange Is the New Black,Netflix,3
2014,HitFix  Dan Fienberg,Mad Men,AMC,4
2014,HitFix  Dan Fienberg,Last Week Tonight With John Oliver,HBO,5
2014,HitFix  Dan Fienberg,Rectify,Sundance,6
2014,HitFix  Dan Fienberg,The Americans,FX,7
2014,HitFix  Dan Fienberg,Hannibal,NBC,8
2014,HitFix  Dan Fienberg,Shameless,Showtime,9
2014,HitFix  Dan Fienberg,Game of Thrones,HBO,10
2014,HitFix  Alan Sepinwall,The Leftovers,HBO,1
2014,HitFix  Alan Sepinwall,The Americans,FX,2
2014,HitFix  Alan Sepinwall,Transparent,Amazon,3
2014,HitFix  Alan Sepinwall,Review,Comedy Central,4
2014,HitFix  Alan Sepinwall,Fargo,FX,5
2014,HitFix  Alan Sepinwall,Orange Is the New Black,Netflix,6
2014,HitFix  Alan Sepinwall,Rectify,Sundance,7
2014,HitFix  Alan Sepinwall,Hannibal,NBC,8
2014,HitFix  Alan Sepinwall,Mad Men,AMC,9
2014,HitFix  Alan Sepinwall,True Detective,HBO,10
2014,The Hollywood Reporter  Tim Goodman,Fargo,FX,1
2014,The Hollywood Reporter  Tim Goodman,The Americans,FX,2
2014,The Hollywood Reporter  Tim Goodman,True Detective,HBO,3
2014,The Hollywood Reporter  Tim Goodman,Mad Men,AMC,4
2014,The Hollywood Reporter  Tim Goodman,The Honourable Woman,Sundance,5
2014,The Hollywood Reporter  Tim Goodman,Louie,FX,6
2014,The Hollywood Reporter  Tim Goodman,Orange Is the New Black,Netflix,7
2014,The Hollywood Reporter  Tim Goodman,Transparent,Amazon,8
2014,The Hollywood Reporter  Tim Goodman,Game of Thrones,HBO,9
2014,The Hollywood Reporter  Tim Goodman,The Walking Dead,AMC,10
2014,IGN  Matt Fowler,Hannibal,NBC,1
2014,IGN  Matt Fowler,True Detective,HBO,2
2014,IGN  Matt Fowler,Game of Thrones,HBO,3
2014,IGN  Matt Fowler,The Leftovers,HBO,4
2014,IGN  Matt Fowler,Transparent,Amazon,5
2014,IGN  Matt Fowler,Fargo,FX,6
2014,IGN  Matt Fowler,Review,Comedy Central,7
2014,IGN  Matt Fowler,Penny Dreadful,Showtime,8
2014,IGN  Matt Fowler,Rectify,Sundance,9
2014,IGN  Matt Fowler,Person of Interest,CBS,10
2014,Indiewire  Liz Shannon Miller and Ben Travers,Mad Men,AMC,1
2014,Indiewire  Liz Shannon Miller and Ben Travers,True Detective,HBO,2
2014,Indiewire  Liz Shannon Miller and Ben Travers,Orange Is the New Black,Netflix,3
2014,Indiewire  Liz Shannon Miller and Ben Travers,Veep,HBO,4
2014,Indiewire  Liz Shannon Miller and Ben Travers,The Leftovers,HBO,5
2014,Indiewire  Liz Shannon Miller and Ben Travers,Parks and,,6
2014,Las Vegas Weekly Josh Bell,The Americans,FX,1
2014,Las Vegas Weekly Josh Bell,Mad Men,AMC,2
2014,Las Vegas Weekly Josh Bell,Orange Is the New Black,Netflix,3
2014,Las Vegas Weekly Josh Bell,Fargo,FX,4
2014,Las Vegas Weekly Josh Bell,You're the Worst,FX,5
2014,Las Vegas Weekly Josh Bell,Brooklyn Nine-Nine,Fox,6
2014,Las Vegas Weekly Josh Bell,Jane the Virgin,CW,7
2014,Las Vegas Weekly Josh Bell,The Knick,Cinemax,8
2014,Las Vegas Weekly Josh Bell,Faking It,MTV,9
2014,Las Vegas Weekly Josh Bell,Masters of Sex,Showtime,10
2014,Las Vegas Weekly  Jeff Korbelik,True Detective,HBO,1
2014,Las Vegas Weekly  Jeff Korbelik,Fargo,FX,2
2014,Las Vegas Weekly  Jeff Korbelik,The Missing,Starz,3
2014,Las Vegas Weekly  Jeff Korbelik,Game of Thrones,HBO,4
2014,Las Vegas Weekly  Jeff Korbelik,House of Cards,Netflix,5
2014,Las Vegas Weekly  Jeff Korbelik,Sherlock,PBS,6
2014,Las Vegas Weekly  Jeff Korbelik,The Good Wife,CBS,7
2014,Las Vegas Weekly  Jeff Korbelik,The Walking Dead,AMC,8
2014,Las Vegas Weekly  Jeff Korbelik,Justified,FX,9
2014,Las Vegas Weekly  Jeff Korbelik,Transparent,Amazon,10
2014,Minneapolis Star Tribune‎  Neal Justin,Fargo,FX,1
2014,Minneapolis Star Tribune‎  Neal Justin,Transparent,Amazon,2
2014,Minneapolis Star Tribune‎  Neal Justin,Last Week Tonight With John Oliver,HBO,3
2014,Minneapolis Star Tribune‎  Neal Justin,Boardwalk Empire,HBO,4
2014,Minneapolis Star Tribune‎  Neal Justin,Broad City,Comedy Central,5
2014,Minneapolis Star Tribune‎  Neal Justin,The Good Wife,CBS,6
2014,Minneapolis Star Tribune‎  Neal Justin,Silicon Valley,HBO,7
2014,Minneapolis Star Tribune‎  Neal Justin,Louie,FX,8
2014,Minneapolis Star Tribune‎  Neal Justin,BoJack Horseman,Netflix,9
2014,Minneapolis Star Tribune‎  Neal Justin,Brooklyn Nine-Nine,Fox,10
2014,National Post [Canada]  David Berry,The Americans,FX,1
2014,National Post [Canada]  David Berry,Bob's Burgers,Fox,2
2014,National Post [Canada]  David Berry,Broad City,Comedy Central,3
2014,National Post [Canada]  David Berry,Fargo,FX,4
2014,National Post [Canada]  David Berry,Hannibal,NBC,5
2014,National Post [Canada]  David Berry,Key and Peele,Comedy Central,6
2014,National Post [Canada]  David Berry,The Knick,Cinemax,7
2014,National Post [Canada]  David Berry,Kroll Show,Comedy Central,8
2014,National Post [Canada]  David Berry,Last Week Tonight With John Oliver,HBO,9
2014,National Post [Canada]  David Berry,Louie,FX,10
2014,New York Daily News  David Hinckley,Mad Men,AMC,1
2014,New York Daily News  David Hinckley,Sons of Anarchy,FX,2
2014,New York Daily News  David Hinckley,Downton Abbey,PBS,3
2014,New York Daily News  David Hinckley,Faking It,MTV,4
2014,New York Daily News  David Hinckley,Boardwalk Empire,HBO,5
2014,New York Daily News  David Hinckley,Fargo,FX,6
2014,New York Daily News  David Hinckley,The Blacklist,NBC,7
2014,New York Daily News  David Hinckley,True Detective,HBO,8
2014,New York Daily News  David Hinckley,Manhattan,WGN,9
2014,New York Daily News  David Hinckley,The Walking Dead,AMC,10
2014,Newsday  Verne Gay,Game of Thrones,HBO,1
2014,Newsday  Verne Gay,Olive Kitteridge,HBO,2
2014,Newsday  Verne Gay,Mad Men,AMC,3
2014,Newsday  Verne Gay,Homeland,Showtime,4
2014,Newsday  Verne Gay,The Roosevelts,PBS,5
2014,Newsday  Verne Gay,Fargo,FX,6
2014,NPR  David Biancull,The Good Wife,CBS,1
2014,NPR  David Biancull,Justified,FX,2
2014,NPR  David Biancull,The Walking Dead,AMC,3
2014,NPR  David Biancull,The Roosevelts,PBS,4
2014,NPR  David Biancull,Fargo,FX,5
2014,NPR  David Biancull,True Detective,HBO,6
2014,NPR  David Biancull,The Colbert Report,Comedy Central,7
2014,NPR  David Biancull,The Daily Show With Jon Stewart,Comedy Central,8
2014,NPR  David Biancull,Homeland,Showtime,9
2014,NPR  David Biancull,Last Week Tonight With John Oliver,HBO,10
2014,NPR  Eric Deggans,Fargo,FX,1
2014,NPR  Eric Deggans,True Detective,HBO,2
2014,NPR  Eric Deggans,Transparent,Amazon,3
2014,NPR  Eric Deggans,Black-ish,ABC,4
2014,NPR  Eric Deggans,Last Week Tonight With John Oliver,HBO,5
2014,NPR  Eric Deggans,Orange Is the New Black,Netflix,6
2014,NPR  Eric Deggans,Gotham,Fox,7
2014,NPR  Eric Deggans,AND The Flash,CW,8
2014,NPR  Eric Deggans,The Tonight Show Starring Jimmy Fallon,NBC,9
2014,NPR  Eric Deggans,Foo Fighters: Sonic Highways,HBO,10
2014,Omaha World-Herald  Micah Mertes,The Good Wife,CBS,1
2014,Omaha World-Herald  Micah Mertes,Rick and Morty,Adult Swim,2
2014,Omaha World-Herald  Micah Mertes,Mad Men,AMC,3
2014,Omaha World-Herald  Micah Mertes,Parks and Recreation,NBC,4
2014,Omaha World-Herald  Micah Mertes,Fargo,FX,5
2014,Omaha World-Herald  Micah Mertes,Person of Interest,CBS,6
2014,Omaha World-Herald  Micah Mertes,The Flash,CW,7
2014,Omaha World-Herald  Micah Mertes,True Detective,HBO,8
2014,Omaha World-Herald  Micah Mertes,You're the Worst,FX,9
2014,Omaha World-Herald  Micah Mertes,Louie,FX,10
2014,The Oregonian  Kristi Turnquist,Fargo,FX,1
2014,The Oregonian  Kristi Turnquist,True Detective,HBO,2
2014,The Oregonian  Kristi Turnquist,Game of Thrones,HBO,3
2014,The Oregonian  Kristi Turnquist,Homeland,Showtime,4
2014,The Oregonian  Kristi Turnquist,Mad Men,AMC,5
2014,The Oregonian  Kristi Turnquist,The Roosevelts,PBS,6
2014,The Oregonian  Kristi Turnquist,The Affair,Showtime,7
2014,The Oregonian  Kristi Turnquist,The Good Wife,CBS,8
2014,The Oregonian  Kristi Turnquist,The Americans,FX,9
2014,The Oregonian  Kristi Turnquist,Transparent,Amazon,10
2014,Paste  Staff consensus,True Detective,HBO,1
2014,Paste  Staff consensus,Mad Men,AMC,2
2014,Paste  Staff consensus,Fargo,FX,3
2014,Paste  Staff consensus,Orange Is the New Black,Netflix,4
2014,Paste  Staff consensus,Silicon Valley,HBO,5
2014,Paste  Staff consensus,Game of Thrones,HBO,6
2014,Paste  Staff consensus,Parks and Recreation,NBC,7
2014,Paste  Staff consensus,Transparent,Amazon,8
2014,Paste  Staff consensus,Veep,HBO,9
2014,Paste  Staff consensus,Louie,FX,10
2014,People  (Uncredited),How to Get Away With Murder,ABC,1
2014,People  (Uncredited),Transparent,Amazon,2
2014,People  (Uncredited),True Detective,HBO,3
2014,People  (Uncredited),Outlander,Starz,4
2014,People  (Uncredited),The Good Wife,CBS,5
2014,People  (Uncredited),The Mindy Project,Fox,6
2014,People  (Uncredited),The Affair,Showtime,7
2014,People  (Uncredited),Broad City,Comedy Central,8
2014,People  (Uncredited),Happy Valley,Netflix,9
2014,People  (Uncredited),Fargo,FX,10
2014,Pittsburgh Post-Gazette  Rob Owen,Fargo,FX,1
2014,Pittsburgh Post-Gazette  Rob Owen,The Good Wife,CBS,2
2014,Pittsburgh Post-Gazette  Rob Owen,Orange Is the New Black,Netflix,3
2014,Pittsburgh Post-Gazette  Rob Owen,Episodes,Showtime,4
2014,Pittsburgh Post-Gazette  Rob Owen,Silicon Valley,HBO,5
2014,Pittsburgh Post-Gazette  Rob Owen,Transparent,Amazon,6
2014,Pittsburgh Post-Gazette  Rob Owen,Survivor's Remorse,Starz,7
2014,Pittsburgh Post-Gazette  Rob Owen,Game of Thrones,HBO,8
2014,Pittsburgh Post-Gazette  Rob Owen,Sherlock,PBS,9
2014,Pittsburgh Post-Gazette  Rob Owen,How to Get Away With Murder,ABC,10
2014,PopMatters  Staff consensus,Transparent,Amazon,1
2014,PopMatters  Staff consensus,Justified,FX,2
2014,PopMatters  Staff consensus,True Detective,HBO,3
2014,PopMatters  Staff consensus,Orange Is the New Black,Netflix,4
2014,PopMatters  Staff consensus,The Americans,FX,5
2014,PopMatters  Staff consensus,Hannibal,NBC,6
2014,PopMatters  Staff consensus,House of Cards,Netflix,7
2014,PopMatters  Staff consensus,Girls,HBO,8
2014,PopMatters  Staff consensus,Comedy Bang! Bang!,IFC,9
2014,PopMatters  Staff consensus,Orphan Black,BBC America,10
2014,RogerEbert.com  Brian Tallerico,True Detective,HBO,1
2014,RogerEbert.com  Brian Tallerico,Fargo,FX,2
2014,RogerEbert.com  Brian Tallerico,Hannibal,NBC,3
2014,RogerEbert.com  Brian Tallerico,The Americans,FX,4
2014,RogerEbert.com  Brian Tallerico,The Missing,Starz,5
2014,RogerEbert.com  Brian Tallerico,The Knick,Cinemax,6
2014,RogerEbert.com  Brian Tallerico,Last Week Tonight With John Oliver,HBO,7
2014,RogerEbert.com  Brian Tallerico,Olive Kitteridge,HBO,8
2014,RogerEbert.com  Brian Tallerico,Veep,HBO,9
2014,RogerEbert.com  Brian Tallerico,You're the Worst,FX,10
2014,The Salt Lake Tribune  Scott D. Pierce,The Good Wife,CBS,1
2014,The Salt Lake Tribune  Scott D. Pierce,Game of Thrones,HBO,2
2014,The Salt Lake Tribune  Scott D. Pierce,Jane the Virgin,CW,3
2014,The Salt Lake Tribune  Scott D. Pierce,The Big Bang Theory,CBS,4
2014,The Salt Lake Tribune  Scott D. Pierce,Fargo,FX,5
2014,The Salt Lake Tribune  Scott D. Pierce,Parenthood,NBC,6
2014,The Salt Lake Tribune  Scott D. Pierce,The Mindy Project,Fox,7
2014,The Salt Lake Tribune  Scott D. Pierce,Mad Men,AMC,8
2014,The Salt Lake Tribune  Scott D. Pierce,How to Get Away With Murder,ABC,9
2014,The Salt Lake Tribune  Scott D. Pierce,Sleepy Hollow,Fox,10
2014,San Jose Mercury News  Chuck Barney,Fargo,FX,1
2014,San Jose Mercury News  Chuck Barney,True Detective,HBO,2
2014,San Jose Mercury News  Chuck Barney,Game of Thrones,HBO,3
2014,San Jose Mercury News  Chuck Barney,The Good Wife,CBS,4
2014,San Jose Mercury News  Chuck Barney,The Americans,FX,5
2014,San Jose Mercury News  Chuck Barney,Masters of Sex,Showtime,6
2014,San Jose Mercury News  Chuck Barney,Orange Is the New Black,Netflix,7
2014,San Jose Mercury News  Chuck Barney,Transparent,Amazon,8
2014,San Jose Mercury News  Chuck Barney,Silicon Valley,HBO,9
2014,San Jose Mercury News  Chuck Barney,The Affair,Showtime,10
2014,ScreenCrush  Ryan McGee,You're the Worst,FX,1
2014,ScreenCrush  Ryan McGee,Review,Comedy Central,2
2014,ScreenCrush  Ryan McGee,Enlisted,Fox,3
2014,Sioux City Journal  Bruce R. Miller,Fargo,FX,1
2014,Sioux City Journal  Bruce R. Miller,Mad Men,AMC,2
2014,Sioux City Journal  Bruce R. Miller,Veep,HBO,3
2014,Sioux City Journal  Bruce R. Miller,True Detective,HBO,4
2014,Sioux City Journal  Bruce R. Miller,Getting On,HBO,5
2014,Sioux City Journal  Bruce R. Miller,Orange Is the New Black,Netflix,6
2014,Sioux City Journal  Bruce R. Miller,The Normal Heart,HBO,7
2014,Sioux City Journal  Bruce R. Miller,Jane the Virgin,CW,8
2014,Sioux City Journal  Bruce R. Miller,The Tonight Show Starring Jimmy Fallon,NBC,9
2014,Sioux City Journal  Bruce R. Miller,Gotham,Fox,10
2014,Slant  Staff consensus,The Americans,FX,1
2014,Slant  Staff consensus,Mad Men,AMC,2
2014,Slant  Staff consensus,Hannibal,NBC,3
2014,Slant  Staff consensus,Louie,FX,4
2014,Slant  Staff consensus,The Knick,Cinemax,5
2014,Slant  Staff consensus,House of Cards,Netflix,6
2014,Slant  Staff consensus,Transparent,Amazon,7
2014,Slant  Staff consensus,Broad City,Comedy Central,8
2014,Slant  Staff consensus,Last Week Tonight With John Oliver,HBO,9
2014,Slant  Staff consensus,Homeland,Showtime,10
2014,Slate  Willa Paskin,Broad City,Comedy Central,1
2014,Slate  Willa Paskin,True Detective,HBO,2
2014,Slate  Willa Paskin,Transparent,Amazon,3
2014,Slate  Willa Paskin,Srugim [Israel]The Good Wife,CBS,4
2014,Slate  Willa Paskin,You're the Worst,FX,5
2014,Slate  Willa Paskin,High Maintenance,Vimeo,6
2014,Slate  Willa Paskin,Orange Is the New Black,Netflix,7
2014,Slate  Willa Paskin,The Americans,FX,8
2014,Slate  Willa Paskin,Louie,FX,9
2014,St. Louis Post-Dispatch  Gail Pennington,Fargo,FX,1
2014,St. Louis Post-Dispatch  Gail Pennington,The Walking Dead,AMC,2
2014,St. Louis Post-Dispatch  Gail Pennington,Game of Thrones,HBO,3
2014,St. Louis Post-Dispatch  Gail Pennington,Parks and Recreation,NBC,4
2014,St. Louis Post-Dispatch  Gail Pennington,Mad Men,AMC,5
2014,St. Louis Post-Dispatch  Gail Pennington,True Detective,HBO,6
2014,St. Louis Post-Dispatch  Gail Pennington,The Affair,Showtime,7
2014,St. Louis Post-Dispatch  Gail Pennington,Transparent,Amazon,8
2014,St. Louis Post-Dispatch  Gail Pennington,Last Week Tonight With John Oliver,HBO,9
2014,St. Louis Post-Dispatch  Gail Pennington,Masters of Sex,Showtime,10
2014,The Star-Ledger (NJ.com)  Vicki Hyman,Fargo,FX,1
2014,The Star-Ledger (NJ.com)  Vicki Hyman,Orange Is the New Black,Netflix,2
2014,The Star-Ledger (NJ.com)  Vicki Hyman,Outlander,Starz,3
2014,The Star-Ledger (NJ.com)  Vicki Hyman,Mad Men,AMC,4
2014,The Star-Ledger (NJ.com)  Vicki Hyman,The Missing,Starz,5
2014,The Star-Ledger (NJ.com)  Vicki Hyman,True Detective,HBO,6
2014,The Star-Ledger (NJ.com)  Vicki Hyman,Penny Dreadful,Showtime,7
2014,The Star-Ledger (NJ.com)  Vicki Hyman,The Affair,Showtime,8
2014,The Star-Ledger (NJ.com)  Vicki Hyman,Homeland,Showtime,9
2014,The Star-Ledger (NJ.com)  Vicki Hyman,Game of Thrones,HBO,10
2014,Tampa Bay Times  Michelle Stark,The Good Wife,CBS,1
2014,Tampa Bay Times  Michelle Stark,You're the Worst,FX,2
2014,Tampa Bay Times  Michelle Stark,Orange Is the New Black,Netflix,3
2014,Tampa Bay Times  Michelle Stark,Broad City,Comedy Central,4
2014,Tampa Bay Times  Michelle Stark,The Americans,FX,5
2014,Tampa Bay Times  Michelle Stark,The Tonight Show Starring Jimmy Fallon,NBC,6
2014,Tampa Bay Times  Michelle Stark,Veep,HBO,7
2014,Tampa Bay Times  Michelle Stark,Transparent,Amazon,8
2014,Tampa Bay Times  Michelle Stark,Fargo,FX,9
2014,Tampa Bay Times  Michelle Stark,Black-ish,ABC,10
2014,Thompson on Hollywood!  Matt Brennan,Mad Men,AMC,1
2014,Thompson on Hollywood!  Matt Brennan,Transparent,Amazon,2
2014,Thompson on Hollywood!  Matt Brennan,The Knick,Cinemax,3
2014,Thompson on Hollywood!  Matt Brennan,Broad City,Comedy Central,4
2014,Thompson on Hollywood!  Matt Brennan,The Americans,FX,5
2014,Thompson on Hollywood!  Matt Brennan,Please Like Me,Pivot,6
2014,Thompson on Hollywood!  Matt Brennan,Masters of Sex,Showtime,7
2014,Thompson on Hollywood!  Matt Brennan,Orange Is the New Black,Netflix,8
2014,Thompson on Hollywood!  Matt Brennan,Last Week Tonight With John Oliver,HBO,9
2014,Thompson on Hollywood!  Matt Brennan,Gotham,Fox,10
2014,Time  James Poniewozik,Transparent,Amazon,1
2014,Time  James Poniewozik,The Americans,FX,2
2014,Time  James Poniewozik,The Good Wife,CBS,3
2014,Time  James Poniewozik,Orange Is the New Black,Netflix,4
2014,Time  James Poniewozik,Fargo,FX,5
2014,Time  James Poniewozik,Last Week Tonight With John Oliver,HBO,6
2014,Time  James Poniewozik,Broad City,Comedy Central,7
2014,Time  James Poniewozik,Louie,FX,8
2014,Time  James Poniewozik,High Maintenance,Vimeo,9
2014,Time  James Poniewozik,Silicon Valley,HBO,10
2014,TV Guide  TV Guide staff,Hannibal,NBC,1
2014,TV Guide  TV Guide staff,Transparent,Amazon,2
2014,TV Guide  TV Guide staff,True Detective,HBO,3
2014,TV Guide  TV Guide staff,Fargo,FX,4
2014,TV Guide  TV Guide staff,Veep,HBO,5
2014,TV Guide  TV Guide staff,The Affair,Showtime,6
2014,TV Guide  TV Guide staff,Louie,FX,7
2014,TV Guide  TV Guide staff,Orange Is the New Black,Netflix,8
2014,TV Guide  TV Guide staff,The Good Wife,CBS,9
2014,TV Guide  TV Guide staff,Mad Men,AMC,10
2014,TV Guide  Matt Roush,Fargo,FX,1
2014,TV Guide  Matt Roush,The Good Wife,CBS,2
2014,TV Guide  Matt Roush,Jane the Virgin,CW,3
2014,TV Guide  Matt Roush,Game of Thrones,HBO,4
2014,TV Guide  Matt Roush,The Roosevelts,PBS,5
2014,TV Guide  Matt Roush,The Tonight Show Starring Jimmy Fallon,NBC,6
2014,TV Guide  Matt Roush,The Americans,FX,7
2014,TV Guide  Matt Roush,Transparent,Amazon,8
2014,TV Guide  Matt Roush,The Normal Heart,HBO,9
2014,TV Guide  Matt Roush,AND Olive Kitteridge,HBO,10
2014,TV.com  Jen Trolio,The Americans,FX,1
2014,TV.com  Jen Trolio,Fargo,FX,2
2014,TV.com  Jen Trolio,Veep,HBO,3
2014,TV.com  Jen Trolio,Game of Thrones,HBO,4
2014,TV.com  Jen Trolio,Silicon Valley,HBO,5
2014,TV.com  Jen Trolio,Orange Is the New Black,Netflix,6
2014,TV.com  Jen Trolio,Parks and Recreation,NBC,7
2014,TV.com  Jen Trolio,Playing House,USA,8
2014,TV.com  Jen Trolio,Trophy Wife,ABC,9
2014,TV.com  Jen Trolio,@midnight,Comedy Central,10
2014,Uncle Barky  Ed Bark,Fargo,FX,1
2014,Uncle Barky  Ed Bark,Game of Thrones,HBO,2
2014,Uncle Barky  Ed Bark,The Americans,FX,3
2014,Uncle Barky  Ed Bark,True Detective,HBO,4
2014,Uncle Barky  Ed Bark,Orange Is the New Black,Netflix,5
2014,Uncle Barky  Ed Bark,Masters of Sex,Showtime,6
2014,Uncle Barky  Ed Bark,Olive Kitteridge,HBO,7
2014,Uncle Barky  Ed Bark,Mad Men,AMC,8
2014,Uncle Barky  Ed Bark,The Roosevelts,PBS,9
2014,Uncle Barky  Ed Bark,Real Time With Bill Maher,HBO,10
2014,Under the Radar  Staff consensus,The Walking Dead,AMC,1
2014,Under the Radar  Staff consensus,The Leftovers,HBO,2
2014,Under the Radar  Staff consensus,Fargo,FX,3
2014,Under the Radar  Staff consensus,Louie,FX,4
2014,Under the Radar  Staff consensus,Game of Thrones,HBO,5
2014,Under the Radar  Staff consensus,Portlandia,IFC,6
2014,Under the Radar  Staff consensus,Doctor Who,BBC America,7
2014,Under the Radar  Staff consensus,True Detective,HBO,8
2014,Under the Radar  Staff consensus,The Newsroom,HBO,9
2014,Under the Radar  Staff consensus,Sherlock,PBS,10
2014,Us Weekly  John Griffiths,The Good Wife,CBS,1
2014,Us Weekly  John Griffiths,Mad Men,AMC,2
2014,Us Weekly  John Griffiths,True Detective,HBO,3
2014,Us Weekly  John Griffiths,Orange Is the New Black,Netflix,4
2014,Us Weekly  John Griffiths,The Americans,FX,5
2014,Us Weekly  John Griffiths,Veep,HBO,6
2014,Us Weekly  John Griffiths,The Walking Dead,AMC,7
2014,Us Weekly  John Griffiths,You're the Worst,FX,8
2014,Us Weekly  John Griffiths,How to Get Away With Murder,ABC,9
2014,Us Weekly  John Griffiths,Homeland,Showtime,10
2014,Village Voice  Inkoo Kang,Transparent,Amazon,1
2014,Village Voice  Inkoo Kang,Game of Thrones,HBO,2
2014,Village Voice  Inkoo Kang,Orange Is the New Black,Netflix,3
2014,Village Voice  Inkoo Kang,Last Week Tonight With John Oliver,HBO,4
2014,Village Voice  Inkoo Kang,Mad Men,AMC,5
2014,Village Voice  Inkoo Kang,Inside Amy Schumer,Comedy Central,6
2014,Village Voice  Inkoo Kang,Olive Kitteridge,HBO,7
2014,Village Voice  Inkoo Kang,Veep,HBO,8
2014,Village Voice  Inkoo Kang,Bob's Burgers,Fox,9
2014,Village Voice  Inkoo Kang,30 for 30: The Price of Gold,ESPN,10
2014,Vox  Todd VanDerWerff,The Americans,FX,1
2014,Vox  Todd VanDerWerff,Hannibal,NBC,2
2014,Vox  Todd VanDerWerff,Transparent,Amazon,3
2014,Vox  Todd VanDerWerff,Rectify,Sundance,4
2014,Vox  Todd VanDerWerff,Broad City,Comedy Central,5
2014,Vox  Todd VanDerWerff,Rev.,Hulu,6
2014,Vox  Todd VanDerWerff,Orange Is the New Black,Netflix,7
2014,Vox  Todd VanDerWerff,The Leftovers,HBO,8
2014,Vox  Todd VanDerWerff,You're the Worst,FX,9
2014,Vox  Todd VanDerWerff,Person of Interest,CBS,10
2014,Vulture  Matt Zoller Seitz,Hannibal,NBC,1
2014,Vulture  Matt Zoller Seitz,Olive Kitteridge,HBO,2
2014,Vulture  Matt Zoller Seitz,Private Violence,HBO,3
2014,Vulture  Matt Zoller Seitz,Last Week Tonight With John Oliver,HBO,4
2014,Vulture  Matt Zoller Seitz,The Missing,Starz,5
2014,Vulture  Matt Zoller Seitz,The Americans,FX,6
2014,Vulture  Matt Zoller Seitz,Mad Men,AMC,7
2014,Vulture  Matt Zoller Seitz,True Detective,HBO,8
2014,Vulture  Matt Zoller Seitz,Cosmos: A Spacetime Odyssey,Fox,9
2014,Vulture  Matt Zoller Seitz,The Roosevelts,PBS,10
2014,The Wall Street Journal  Dorothy Rabinowitz,The Roosevelts,PBS,1
2014,The Wall Street Journal  Dorothy Rabinowitz,Homeland,Showtime,2
2014,The Wall Street Journal  Dorothy Rabinowitz,Olive Kitteridge,HBO,3
2014,The Wall Street Journal  Dorothy Rabinowitz,True Detective,HBO,4
2014,The Wall Street Journal  Dorothy Rabinowitz,The Americans,FX,5
2014,The Wall Street Journal  Dorothy Rabinowitz,The Honourable Woman,Sundance,6
2014,The Wall Street Journal  Dorothy Rabinowitz,Manhattan,WGN,7
2014,Washington Post  Hank Stuever,The Americans,FX,1
2014,Washington Post  Hank Stuever,Fargo,FX,2
2014,Washington Post  Hank Stuever,Game of Thrones,HBO,3
2014,Washington Post  Hank Stuever,The Walking Dead,AMC,4
2014,Washington Post  Hank Stuever,Transparent,Amazon,5
2014,Washington Post  Hank Stuever,The Good Wife,CBS,6
2014,Washington Post  Hank Stuever,Silicon Valley,HBO,7
