year,award,won,name,movie
1968 (41st),ACTOR IN A SUPPORTING ROLE,true,Jack Albertson,The Subject Was Roses
1968 (41st),ACTOR IN A SUPPORTING ROLE,false,Seymour Cassel,Faces
1968 (41st),ACTOR IN A SUPPORTING ROLE,false,Daniel Massey,Star!
1968 (41st),ACTOR IN A SUPPORTING ROLE,false,Jack Wild,Oliver!
1968 (41st),ACTOR IN A SUPPORTING ROLE,false,Gene Wilder,The Producers
1968 (41st),ACTRESS,true,Katharine Hepburn,The Lion in Winter
1968 (41st),ACTRESS,false,Patricia Neal,The Subject Was Roses
1968 (41st),ACTRESS,false,Vanessa Redgrave,Isadora
1968 (41st),ACTRESS,true,Barbra Streisand,Funny Girl
1968 (41st),ACTRESS,false,Joanne Woodward,"Rachel, Rachel"
1968 (41st),ACTRESS IN A SUPPORTING ROLE,false,Lynn Carlin,Faces
1968 (41st),ACTRESS IN A SUPPORTING ROLE,true,Ruth Gordon,Rosemary's Baby
1968 (41st),ACTRESS IN A SUPPORTING ROLE,false,Sondra Locke,The Heart Is a Lonely Hunter
1968 (41st),ACTRESS IN A SUPPORTING ROLE,false,Kay Medford,Funny Girl
1968 (41st),ACTRESS IN A SUPPORTING ROLE,false,Estelle Parsons,"Rachel, Rachel"
1968 (41st),ART DIRECTION,true,Oliver! ,"Art Direction:  John Box, Terence Marsh;  Set Decoration:  Vernon Dixon, Ken Muggleston"
1968 (41st),ART DIRECTION,false,The Shoes of the Fisherman ,"Art Direction:  George W. Davis, Edward Carfagno"
1968 (41st),ART DIRECTION,false,Star! ,"Art Direction:  Boris Leven;  Set Decoration:  Walter M. Scott, Howard Bristol"
1968 (41st),ART DIRECTION,false,2001: A Space Odyssey ,"Art Direction:  Tony Masters, Harry Lange, Ernie Archer"
1968 (41st),ART DIRECTION,false,War and Peace ,"Art Direction:  Mikhail Bogdanov, Gennady Myasnikov;  Set Decoration:  G. Koshelev, V. Uvarov"
1968 (41st),CINEMATOGRAPHY,false,Funny Girl ,Harry Stradling
1968 (41st),CINEMATOGRAPHY,false,Ice Station Zebra ,Daniel L. Fapp
1968 (41st),CINEMATOGRAPHY,false,Oliver! ,Oswald Morris
1968 (41st),CINEMATOGRAPHY,true,Romeo and Juliet ,Pasqualino De Santis
1968 (41st),CINEMATOGRAPHY,false,Star! ,Ernest Laszlo
1968 (41st),COSTUME DESIGN,false,The Lion in Winter ,Margaret Furse
1968 (41st),COSTUME DESIGN,false,Oliver! ,Phyllis Dalton
1968 (41st),COSTUME DESIGN,false,Planet of the Apes ,Morton Haack
1968 (41st),COSTUME DESIGN,true,Romeo and Juliet ,Danilo Donati
1968 (41st),COSTUME DESIGN,false,Star! ,Donald Brooks
1968 (41st),DIRECTING,false,The Battle of Algiers ,Gillo Pontecorvo
1968 (41st),DIRECTING,false,The Lion in Winter ,Anthony Harvey
1968 (41st),DIRECTING,true,Oliver! ,Carol Reed
1968 (41st),DIRECTING,false,Romeo and Juliet ,Franco Zeffirelli
1968 (41st),DIRECTING,false,2001: A Space Odyssey ,Stanley Kubrick
1968 (41st),DOCUMENTARY (Feature),false,A Few Notes on Our Food Problem ,"James Blue, Producer"
1968 (41st),DOCUMENTARY (Feature),true,Journey into Self ,"Bill McGaw, Producer"
1968 (41st),DOCUMENTARY (Feature),false,The Legendary Champions ,"William Cayton, Producer"
1968 (41st),DOCUMENTARY (Feature),false,Other Voices ,"David H. Sawyer, Producer"
1968 (41st),DOCUMENTARY (Feature),false,Young Americans ,"Robert Cohn and Alex Grasshoff, Producers"
1968 (41st),DOCUMENTARY (Short Subject),false,The House That Ananda Built ,"Fali Bilimoria, Producer"
1968 (41st),DOCUMENTARY (Short Subject),false,The Revolving Door ,"Lee R. Bobker, Producer"
1968 (41st),DOCUMENTARY (Short Subject),false,A Space to Grow ,"Thomas P. Kelly, Jr., Producer"
1968 (41st),DOCUMENTARY (Short Subject),false,A Way Out of the Wilderness ,"Dan E. Weisburd, Producer"
1968 (41st),DOCUMENTARY (Short Subject),true,Why Man Creates ,"Saul Bass, Producer"
1968 (41st),FILM EDITING,true,Bullitt ,Frank P. Keller
1968 (41st),FILM EDITING,false,Funny Girl ,"Robert Swink, Maury Winetrobe, William Sands"
1968 (41st),FILM EDITING,false,The Odd Couple ,Frank Bracht
1968 (41st),FILM EDITING,false,Oliver! ,Ralph Kemplen
1968 (41st),FILM EDITING,false,Wild in the Streets ,"Fred Feitshans, Eve Newman"
1968 (41st),FOREIGN LANGUAGE FILM,false,The Boys of Paul Street ,Hungary
1968 (41st),FOREIGN LANGUAGE FILM,false,The Firemen's Ball ,Czechoslovakia
1968 (41st),FOREIGN LANGUAGE FILM,false,The Girl with the Pistol ,Italy
1968 (41st),FOREIGN LANGUAGE FILM,false,Stolen Kisses ,France
1968 (41st),FOREIGN LANGUAGE FILM,true,War and Peace ,Union of Soviet Socialist Republics
1968 (41st),MUSIC (Original Score--for a motion picture [not a musical]),false,The Fox ,Lalo Schifrin
1968 (41st),MUSIC (Original Score--for a motion picture [not a musical]),true,The Lion in Winter ,John Barry
1968 (41st),MUSIC (Original Score--for a motion picture [not a musical]),false,Planet of the Apes ,Jerry Goldsmith
1968 (41st),MUSIC (Original Score--for a motion picture [not a musical]),false,The Shoes of the Fisherman ,Alex North
1968 (41st),MUSIC (Original Score--for a motion picture [not a musical]),false,The Thomas Crown Affair ,Michel Legrand
1968 (41st),MUSIC (Score of a Musical Picture--original or adaptation),false,Finian's Rainbow ,Adaptation score by Ray Heindorf
1968 (41st),MUSIC (Score of a Musical Picture--original or adaptation),false,Funny Girl ,Adaptation score by Walter Scharf
1968 (41st),MUSIC (Score of a Musical Picture--original or adaptation),true,Oliver! ,Adaptation score by John Green
1968 (41st),MUSIC (Score of a Musical Picture--original or adaptation),false,Star! ,Adaptation score by Lennie Hayton
1968 (41st),MUSIC (Score of a Musical Picture--original or adaptation),false,The Young Girls of Rochefort ,Music and adaptation score by Michel Legrand; lyrics by Jacques Demy
1968 (41st),MUSIC (Song--Original for the Picture),false,"""Chitty Chitty Bang Bang"" from Chitty Chitty Bang Bang",Music and Lyrics by Richard M. Sherman and Robert B. Sherman
1968 (41st),MUSIC (Song--Original for the Picture),false,"""For Love Of Ivy"" from For Love of Ivy",Music by Quincy Jones; Lyrics by Bob Russell
1968 (41st),MUSIC (Song--Original for the Picture),false,"""Funny Girl"" from Funny Girl",Music by Jule Styne; Lyrics by Bob Merrill
1968 (41st),MUSIC (Song--Original for the Picture),false,"""Star!"" from Star!",Music by Jimmy Van Heusen; Lyrics by Sammy Cahn
1968 (41st),MUSIC (Song--Original for the Picture),true,"""The Windmills Of Your Mind"" from The Thomas Crown Affair",Music by Michel Legrand; Lyrics by Alan Bergman and Marilyn Bergman
1968 (41st),BEST PICTURE,false,Funny Girl ,"Ray Stark, Producer"
1968 (41st),BEST PICTURE,false,The Lion in Winter ,"Martin Poll, Producer"
1968 (41st),BEST PICTURE,true,Oliver! ,"John Woolf, Producer"
1968 (41st),BEST PICTURE,false,"Rachel, Rachel ","Paul Newman, Producer"
1968 (41st),BEST PICTURE,false,Romeo and Juliet ,"Anthony Havelock-Allan and John Brabourne, Producers"
1968 (41st),SHORT SUBJECT (Cartoon),false,The House That Jack Built ,"Wolf Koenig and Jim MacKay, Producers"
1968 (41st),SHORT SUBJECT (Cartoon),false,The Magic Pear Tree ,"Jimmy Murakami, Producer"
1968 (41st),SHORT SUBJECT (Cartoon),false,Windy Day ,"John Hubley and Faith Hubley, Producers"
1968 (41st),SHORT SUBJECT (Cartoon),true,Winnie the Pooh and the Blustery Day ,"Walt Disney, Producer"
1968 (41st),SHORT SUBJECT (Live Action),false,The Dove ,"George Coe, Sidney Davis and Anthony Lover, Producers"
1968 (41st),SHORT SUBJECT (Live Action),false,Duo ,National Film Board of Canada
1968 (41st),SHORT SUBJECT (Live Action),false,Prelude ,"John Astin, Producer"
1968 (41st),SHORT SUBJECT (Live Action),true,Robert Kennedy Remembered ,"Charles Guggenheim, Producer"
1968 (41st),SOUND,false,Bullitt ,Warner Bros.-Seven Arts Studio Sound Department
1968 (41st),SOUND,false,Finian's Rainbow ,Warner Bros.-Seven Arts Studio Sound Department
1968 (41st),SOUND,false,Funny Girl ,Columbia Studio Sound Department
1968 (41st),SOUND,true,Oliver! ,Shepperton Studio Sound Department
1968 (41st),SOUND,false,Star! ,20th Century-Fox Studio Sound Department
1968 (41st),SPECIAL VISUAL EFFECTS,false,Ice Station Zebra ,"Hal Millar, J. McMillan Johnson"
1968 (41st),SPECIAL VISUAL EFFECTS,true,2001: A Space Odyssey ,Stanley Kubrick
1968 (41st),WRITING (Screenplay--based on material from another medium),true,The Lion in Winter ,James Goldman
1968 (41st),WRITING (Screenplay--based on material from another medium),false,The Odd Couple ,Neil Simon
1968 (41st),WRITING (Screenplay--based on material from another medium),false,Oliver! ,Vernon Harris
1968 (41st),WRITING (Screenplay--based on material from another medium),false,"Rachel, Rachel ",Stewart Stern
1968 (41st),WRITING (Screenplay--based on material from another medium),false,Rosemary's Baby ,Roman Polanski
1968 (41st),WRITING (Story and Screenplay--written directly for the screen),false,The Battle of Algiers ,"Franco Solinas, Gillo Pontecorvo"
1968 (41st),WRITING (Story and Screenplay--written directly for the screen),false,Faces ,John Cassavetes
1968 (41st),WRITING (Story and Screenplay--written directly for the screen),false,Hot Millions ,"Ira Wallach, Peter Ustinov"
1968 (41st),WRITING (Story and Screenplay--written directly for the screen),true,The Producers ,Mel Brooks
1968 (41st),WRITING (Story and Screenplay--written directly for the screen),false,2001: A Space Odyssey ,"Stanley Kubrick, Arthur C. Clarke"
1968 (41st),JEAN HERSHOLT HUMANITARIAN AWARD,true,Martha Raye,
1968 (41st),HONORARY AWARD,true,To John Chambers for his outstanding makeup achievement for Planet of the Apes.,
1968 (41st),HONORARY AWARD,true,To Onna White for her outstanding choreography achievement for Oliver!,
1968 (41st),SCIENTIFIC OR TECHNICAL AWARD (Class I),true,"To PHILIP V. PALMQUIST of Minnesota Mining and Manufacturing Co., to DR. HERBERT MEYER of the Motion Picture and Television Research Center, and to CHARLES D. STAFFELL of the Rank Organization for the development of a successful embodiment of the reflex background projection system for composite cinematography. [Special Photographic]",
1968 (41st),SCIENTIFIC OR TECHNICAL AWARD (Class I),true,To EASTMAN KODAK COMPANY for the development and introduction of a color reversal intermediate film for motion pictures. [Film],
1968 (41st),SCIENTIFIC OR TECHNICAL AWARD (Class II),true,To DONALD W. NORWOOD for the design and development of the Norwood Photographic Exposure Meters. [Photography],
1968 (41st),SCIENTIFIC OR TECHNICAL AWARD (Class II),true,To EASTMAN KODAK COMPANY and PRODUCERS SERVICE COMPANY for the development of a new high-speed step-optical reduction printer. [Laboratory],
1968 (41st),SCIENTIFIC OR TECHNICAL AWARD (Class II),true,"To EDMUND M. DI GIULIO, NIELS G. PETERSEN and NORMAN S. HUGHES of the Cinema Product Development Company for the design and application of a conversion which makes available the reflex viewing system for motion picture cameras. [Camera]",
1968 (41st),SCIENTIFIC OR TECHNICAL AWARD (Class II),true,"To OPTICAL COATING LABORATORIES, INC. for the development of an improved anti-reflection coating for photographic and projection lens systems. [Lenses and Filters]",
1968 (41st),SCIENTIFIC OR TECHNICAL AWARD (Class II),true,To EASTMAN KODAK COMPANY for the introduction of a new high speed motion picture color negative film. [Film],
1968 (41st),SCIENTIFIC OR TECHNICAL AWARD (Class II),true,"To PANAVISION, INCORPORATED, for the conception, design and introduction of a 65mm hand-held motion picture camera. [Camera]",
1968 (41st),SCIENTIFIC OR TECHNICAL AWARD (Class II),true,To TODD-AO and MITCHELL CAMERA COMPANY for the design and engineering of the Todd-AO hand-held motion picture camera. [Camera],
1968 (41st),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,To CARL W. HAUGE and EDWARD H. REICHARD of Consolidated Film Industries and E. MICHAEL MEAHL and ROY J. RIDENOUR of Ramtronics for engineering an automatic exposure control for printing-machine lamps. [Laboratory],
1968 (41st),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,To EASTMAN KODAK COMPANY for a new direct positive film and to CONSOLIDATED FILM INDUSTRIES for the application of this film to the making of post-production work prints. [Film],
1969 (42nd),ACTOR,false,Richard Burton,Anne of the Thousand Days
1969 (42nd),ACTOR,false,Dustin Hoffman,Midnight Cowboy
1969 (42nd),ACTOR,false,Peter O'Toole,"Goodbye, Mr. Chips"
1969 (42nd),ACTOR,false,Jon Voight,Midnight Cowboy
1969 (42nd),ACTOR,true,John Wayne,True Grit
1969 (42nd),ACTOR IN A SUPPORTING ROLE,false,Rupert Crosse,The Reivers
1969 (42nd),ACTOR IN A SUPPORTING ROLE,false,Elliott Gould,Bob & Carol & Ted & Alice
1969 (42nd),ACTOR IN A SUPPORTING ROLE,false,Jack Nicholson,Easy Rider
1969 (42nd),ACTOR IN A SUPPORTING ROLE,false,Anthony Quayle,Anne of the Thousand Days
1969 (42nd),ACTOR IN A SUPPORTING ROLE,true,Gig Young,"They Shoot Horses, Don't They?"
1969 (42nd),ACTRESS,false,Genevieve Bujold,Anne of the Thousand Days
1969 (42nd),ACTRESS,false,Jane Fonda,"They Shoot Horses, Don't They?"
1969 (42nd),ACTRESS,false,Liza Minnelli,The Sterile Cuckoo
1969 (42nd),ACTRESS,false,Jean Simmons,The Happy Ending
1969 (42nd),ACTRESS,true,Maggie Smith,The Prime of Miss Jean Brodie
1969 (42nd),ACTRESS IN A SUPPORTING ROLE,false,Catherine Burns,Last Summer
1969 (42nd),ACTRESS IN A SUPPORTING ROLE,false,Dyan Cannon,Bob & Carol & Ted & Alice
1969 (42nd),ACTRESS IN A SUPPORTING ROLE,true,Goldie Hawn,Cactus Flower
1969 (42nd),ACTRESS IN A SUPPORTING ROLE,false,Sylvia Miles,Midnight Cowboy
1969 (42nd),ACTRESS IN A SUPPORTING ROLE,false,Susannah York,"They Shoot Horses, Don't They?"
1969 (42nd),ART DIRECTION,false,Anne of the Thousand Days ,"Art Direction:  Maurice Carter, Lionel Couch;  Set Decoration:  Patrick McLoughlin"
1969 (42nd),ART DIRECTION,false,"Gaily, Gaily ","Art Direction:  Robert Boyle, George B. Chan;  Set Decoration:  Edward Boyle, Carl Biddiscombe"
1969 (42nd),ART DIRECTION,true,"Hello, Dolly! ","Art Direction:  John DeCuir, Jack Martin Smith, Herman Blumenthal;  Set Decoration:  Walter M. Scott, George Hopkins, Raphael Bretton"
1969 (42nd),ART DIRECTION,false,Sweet Charity ,"Art Direction:  Alexander Golitzen, George C. Webb;  Set Decoration:  Jack D. Moore"
1969 (42nd),ART DIRECTION,false,"They Shoot Horses, Don't They? ",Art Direction:  Harry Horner;  Set Decoration:  Frank McKelvy
1969 (42nd),CINEMATOGRAPHY,false,Anne of the Thousand Days ,Arthur Ibbetson
1969 (42nd),CINEMATOGRAPHY,false,Bob & Carol & Ted & Alice ,Charles B. Lang
1969 (42nd),CINEMATOGRAPHY,true,Butch Cassidy and the Sundance Kid ,Conrad Hall
1969 (42nd),CINEMATOGRAPHY,false,"Hello, Dolly! ",Harry Stradling
1969 (42nd),CINEMATOGRAPHY,false,Marooned ,Daniel Fapp
1969 (42nd),COSTUME DESIGN,true,Anne of the Thousand Days ,Margaret Furse
1969 (42nd),COSTUME DESIGN,false,"Gaily, Gaily ",Ray Aghayan
1969 (42nd),COSTUME DESIGN,false,"Hello, Dolly! ",Irene Sharaff
1969 (42nd),COSTUME DESIGN,false,Sweet Charity ,Edith Head
1969 (42nd),COSTUME DESIGN,false,"They Shoot Horses, Don't They? ",Donfeld
1969 (42nd),DIRECTING,false,Alice's Restaurant ,Arthur Penn
1969 (42nd),DIRECTING,false,Butch Cassidy and the Sundance Kid ,George Roy Hill
1969 (42nd),DIRECTING,true,Midnight Cowboy ,John Schlesinger
1969 (42nd),DIRECTING,false,"They Shoot Horses, Don't They? ",Sydney Pollack
1969 (42nd),DIRECTING,false,Z ,Costa-Gavras
1969 (42nd),DOCUMENTARY (Feature),true,Arthur Rubinstein - The Love of Life ,"Bernard Chevry, Producer"
1969 (42nd),DOCUMENTARY (Feature),false,Before the Mountain Was Moved ,"Robert K. Sharpe, Producer"
1969 (42nd),DOCUMENTARY (Feature),false,In the Year of the Pig ,"Emile de Antonio, Producer"
1969 (42nd),DOCUMENTARY (Feature),false,The Olympics in Mexico ,Comite Organizador de los Juegos de la XIX Olimpiada
1969 (42nd),DOCUMENTARY (Feature),false,The Wolf Men ,"Irwin Rosten, Producer"
1969 (42nd),DOCUMENTARY (Short Subject),true,Czechoslovakia 1968 ,"Denis Sanders and Robert M. Fresco, Producers"
1969 (42nd),DOCUMENTARY (Short Subject),false,An Impression of John Steinbeck: Writer ,"Donald Wrye, Producer"
1969 (42nd),DOCUMENTARY (Short Subject),false,Jenny Is a Good Thing ,"Joan Horvath, Producer"
1969 (42nd),DOCUMENTARY (Short Subject),false,Leo Beuerman ,"Arthur H. Wolf and Russell A. Mosser, Producers"
1969 (42nd),DOCUMENTARY (Short Subject),false,The Magic Machines ,"Joan Keller Stern, Producer"
1969 (42nd),FILM EDITING,false,"Hello, Dolly! ",William Reynolds
1969 (42nd),FILM EDITING,false,Midnight Cowboy ,Hugh A. Robertson
1969 (42nd),FILM EDITING,false,The Secret of Santa Vittoria ,"William Lyon, Earle Herdan"
1969 (42nd),FILM EDITING,false,"They Shoot Horses, Don't They? ",Fredric Steinkamp
1969 (42nd),FILM EDITING,true,Z ,Françoise Bonnot
1969 (42nd),FOREIGN LANGUAGE FILM,false,Ådalen '31 ,Sweden
1969 (42nd),FOREIGN LANGUAGE FILM,false,The Battle of Neretva ,Yugoslavia
1969 (42nd),FOREIGN LANGUAGE FILM,false,The Brothers Karamazov ,Union of Soviet Socialist Republics
1969 (42nd),FOREIGN LANGUAGE FILM,false,My Night at Maud's ,France
1969 (42nd),FOREIGN LANGUAGE FILM,true,Z ,Algeria
1969 (42nd),MUSIC (Original Score--for a motion picture [not a musical]),false,Anne of the Thousand Days ,Georges Delerue
1969 (42nd),MUSIC (Original Score--for a motion picture [not a musical]),true,Butch Cassidy and the Sundance Kid ,Burt Bacharach
1969 (42nd),MUSIC (Original Score--for a motion picture [not a musical]),false,The Reivers ,John Williams
1969 (42nd),MUSIC (Original Score--for a motion picture [not a musical]),false,The Secret of Santa Vittoria ,Ernest Gold
1969 (42nd),MUSIC (Original Score--for a motion picture [not a musical]),false,The Wild Bunch ,Jerry Fielding
1969 (42nd),MUSIC (Score of a Musical Picture--original or adaptation),false,"Goodbye, Mr. Chips ",Music and lyrics by Leslie Bricusse; adaptation score by John Williams
1969 (42nd),MUSIC (Score of a Musical Picture--original or adaptation),true,"Hello, Dolly! ",Adaptation score by Lennie Hayton and Lionel Newman
1969 (42nd),MUSIC (Score of a Musical Picture--original or adaptation),false,Paint Your Wagon ,Adaptation score by Nelson Riddle
1969 (42nd),MUSIC (Score of a Musical Picture--original or adaptation),false,Sweet Charity ,Adaptation score by Cy Coleman
1969 (42nd),MUSIC (Score of a Musical Picture--original or adaptation),false,"They Shoot Horses, Don't They? ",Adaptation score by John Green and Albert Woodbury
1969 (42nd),MUSIC (Song--Original for the Picture),false,"""Come Saturday Morning"" from The Sterile Cuckoo",Music by Fred Karlin; Lyrics by Dory Previn
1969 (42nd),MUSIC (Song--Original for the Picture),false,"""Jean"" from The Prime of Miss Jean Brodie",Music and Lyrics by Rod McKuen
1969 (42nd),MUSIC (Song--Original for the Picture),true,"""Raindrops Keep Fallin' On My Head"" from Butch Cassidy and the Sundance Kid",Music by Burt Bacharach; Lyrics by Hal David
1969 (42nd),MUSIC (Song--Original for the Picture),false,"""True Grit"" from True Grit",Music by Elmer Bernstein; Lyrics by Don Black
1969 (42nd),MUSIC (Song--Original for the Picture),false,"""What Are You Doing The Rest Of Your Life?"" from The Happy Ending",Music by Michel Legrand; Lyrics by Alan Bergman and Marilyn Bergman
